"column_label","Lower Intercept","Likelihood","n.lines","normalized.sum.likelihood","run.number"
"1",1e+06,1009.23453353917,399,2.52940985849416,"1"
"1",1.1e+07,1019.31515739575,398,2.56109336029082,"1"
"1",2.1e+07,1029.60307157051,397,2.59345861856553,"1"
"1",3.1e+07,1040.10456821568,396,2.62652668741333,"1"
"1",4.1e+07,1050.82620418231,395,2.660319504259,"1"
"1",5.1e+07,1061.77481544645,394,2.69485993768134,"1"
"1",6.1e+07,1072.95753250756,393,2.73017183844163,"1"
"1",7.1e+07,1084.38179683786,392,2.76628009397414,"1"
"1",8.1e+07,1096.05537846849,391,2.80321068662018,"1"
"1",9.1e+07,1107.98639480688,390,2.84099075591508,"1"
"1",1.01e+08,1120.18333078866,389,2.87964866526647,"1"
"1",1.11e+08,1132.65506047772,388,2.91921407339618,"1"
"1",1.21e+08,1145.41087023947,387,2.9597180109547,"1"
"1",1.31e+08,1158.46048362483,386,3.00119296275863,"1"
"1",1.41e+08,1171.81408811676,385,3.04367295614742,"1"
"1",1.51e+08,1185.48236390687,384,3.08719365600746,"1"
"1",1.61e+08,1199.4765148875,383,3.13179246706918,"1"
"1",1.71e+08,1213.80830206428,382,3.17750864414733,"1"
"1",1.81e+08,1228.49007961686,381,3.22438341106788,"1"
"1",1.91e+08,1243.53483386036,380,3.27246008910622,"1"
"1",2.01e+08,1258.95622538862,379,3.32178423585389,"1"
"1",2.11e+08,1274.76863471243,378,3.37240379553553,"1"
"1",2.21e+08,1290.98721174204,377,3.42436926191522,"1"
"1",2.31e+08,1307.62792950456,376,3.47773385506531,"1"
"1",2.41e+08,1324.70764253361,375,3.53255371342297,"1"
"1",2.51e+08,1342.24415042182,374,3.58888810273214,"1"
"1",2.61e+08,1360.25626708747,373,3.64679964366615,"1"
"1",2.71e+08,1378.76389637646,372,3.70635456015178,"1"
"1",2.81e+08,1397.78811469995,371,3.76762295067373,"1"
"1",2.91e+08,1417.35126150008,370,3.83067908513534,"1"
"1",3.01e+08,1437.47703844138,369,3.89560173019345,"1"
"1",3.11e+08,1458.19061834747,368,3.962474506379,"1"
"1",3.21e+08,1479.51876504344,367,4.03138628077233,"1"
"1",3.31e+08,1501.48996542841,366,4.10243159953116,"1"
"1",3.41e+08,1524.13457529299,365,4.17571116518627,"1"
"1",3.51e+08,1547.48498061944,364,4.25133236433912,"1"
