"column_label","Lower Intercept","Likelihood","n.lines","normalized.sum.likelihood","run.number"
"1",1e+06,298.31919697503,399,0.74766716033842,"1"
"1",1.1e+07,300.907991060538,398,0.756050228795322,"1"
"1",2.1e+07,303.544742462601,397,0.764596328621162,"1"
"1",3.1e+07,306.230824803738,396,0.773310163645804,"1"
"1",4.1e+07,308.967668679959,395,0.782196629569516,"1"
"1",5.1e+07,311.756764826709,394,0.791260824433272,"1"
"1",6.1e+07,314.599667507452,393,0.800508059815399,"1"
"1",7.1e+07,317.497998143924,392,0.809943872816133,"1"
"1",8.1e+07,320.453449209047,391,0.819574038897818,"1"
"1",9.1e+07,323.467788405587,390,0.829404585655351,"1"
"1",1.01e+08,326.542863156111,389,0.839441807599257,"1"
"1",1.11e+08,329.680605432432,388,0.849692282042351,"1"
"1",1.21e+08,332.88303695579,387,0.860162886190673,"1"
"1",1.31e+08,336.152274802393,386,0.870860815550241,"1"
"1",1.41e+08,339.490537452788,385,0.881793603773476,"1"
"1",1.51e+08,342.900151327815,384,0.892969144082851,"1"
"1",1.61e+08,346.383557858807,383,0.904395712425084,"1"
"1",1.71e+08,349.943321145161,382,0.916081992526598,"1"
"1",1.81e+08,353.582136258717,381,0.928037103041253,"1"
"1",1.91e+08,357.302838261446,380,0.940270627003804,"1"
"1",2.01e+08,361.108412011027,379,0.952792643828568,"1"
"1",2.11e+08,365.002002838171,378,0.965613764122145,"1"
"1",2.21e+08,368.986928190023,377,0.978745167612794,"1"
"1",2.31e+08,373.066690346104,376,0.992198644537511,"1"
"1",2.41e+08,377.244990327112,375,1.0059866408723,"1"
"1",2.51e+08,381.525743132852,374,1.02012230784185,"1"
"1",2.61e+08,385.91309446399,373,1.03461955620373,"1"
"1",2.71e+08,390.411439103615,372,1.04949311586993,"1"
"1",2.81e+08,395.025441159308,371,1.06475860150757,"1"
"1",2.91e+08,399.760056395073,370,1.08043258485155,"1"
"1",3.01e+08,404.620556915997,369,1.0965326745691,"1"
"1",3.11e+08,409.61255850761,368,1.11307760464024,"1"
"1",3.21e+08,414.742050977754,367,1.13008733236445,"1"
"1",3.31e+08,420.015431902757,366,1.14758314727529,"1"
"1",3.41e+08,425.439544243312,365,1.16558779244743,"1"
"1",3.51e+08,431.021718370824,364,1.18412559991985,"1"
"1",3.61e+08,436.769819134441,363,1.20322264224364,"1"
"1",3.71e+08,442.692298705679,362,1.22290690250188,"1"
"1",3.81e+08,448.798256065125,361,1.24320846555436,"1"
"1",3.91e+08,455.097504149027,360,1.2641597337473,"1"
"1",4.01e+08,461.600645858386,359,1.28579567091472,"1"
"1",4.11e+08,468.319160357044,358,1.30815407920962,"1"
"1",4.21e+08,475.265501357529,357,1.33127591416675,"1"
"1",4.31e+08,482.453209426211,356,1.35520564445565,"1"
"1",4.41e+08,489.897040747828,355,1.37999166407839,"1"
"1",4.51e+08,497.613115293791,354,1.40568676636664,"1"
"1",4.61e+08,505.619087964225,353,1.43234869111679,"1"
"1",4.71e+08,513.934347054404,352,1.46004075867728,"1"
"1",4.81e+08,522.580245375903,351,1.48883260790856,"1"
"1",4.91e+08,531.58037060008,350,1.51880105885737,"1"
"1",5.01e+08,540.960862964365,349,1.55003112597239,"1"
"1",5.11e+08,550.750790495058,348,1.58261721406626,"1"
"1",5.21e+08,560.982594496537,347,1.616664537454,"1"
"1",5.31e+08,571.692621430781,346,1.65229081338376,"1"
"1",5.41e+08,582.921761732599,345,1.6896282948771,"1"
"1",5.51e+08,594.716221951787,344,1.72882622660403,"1"
"1",5.61e+08,607.128464415725,343,1.77005383211582,"1"
"1",5.71e+08,620.218359125814,342,1.81350397405209,"1"
"1",5.81e+08,634.054606939782,341,1.85939767431021,"1"
"1",5.91e+08,648.716512866088,340,1.90798974372379,"1"
"1",6.01e+08,664.296215913834,339,1.9595758581529,"1"
"1",6.11e+08,680.901521045827,338,2.0145015415557,"1"
"1",6.21e+08,698.659534989313,337,2.07317369433031,"1"
"1",6.31e+08,717.721389792365,336,2.13607556485823,"1"
"1",6.41e+08,738.268460250061,335,2.20378644850765,"1"
"1",6.51e+08,760.520666998406,334,2.27700798502517,"1"
"1",6.61e+08,784.747745614269,333,2.35659983667949,"1"
"1",6.71e+08,811.284821195625,332,2.4436289795049,"1"
"1",6.81e+08,840.554364101228,331,2.53943916646897,"1"
"1",6.91e+08,873.097640323831,330,2.64575042522373,"1"
"1",7.01e+08,909.618751612461,329,2.76479863711994,"1"
"1",7.11e+08,951.03280203191,328,2.89949025009729,"1"
"1",7.21e+08,998.439462321917,327,3.05333168905785,"1"
"1",7.31e+08,1052.69409790638,326,3.22912299971281,"1"
"1",7.41e+08,1112.7656985989,325,3.42389445722739,"1"
"1",7.51e+08,1172.03219360383,324,3.61738331359206,"1"
"1",7.61e+08,1213.95839154641,323,3.75838511314678,"1"
"1",7.71e+08,1213.43693813253,322,3.76843769606377,"1"
"1",7.81e+08,1150.38145277089,321,3.58374284352304,"1"
"1",7.91e+08,1029.42608525402,320,3.21695651641882,"1"
"1",8.01e+08,884.968954539862,319,2.77419734965474,"1"
"1",8.11e+08,760.647494404021,318,2.39197325284283,"1"
"1",8.21e+08,681.74168040071,317,2.15060467003379,"1"
"1",8.31e+08,646.783571033283,316,2.04678345263697,"1"
"1",8.41e+08,639.983772730521,315,2.03169451660483,"1"
