uPb,pbPb
5.744050066331002,0.24506256970725177
11.681651001926209,0.247825527584927
8.264591051626237,0.23903094990030543
18.405165075836976,0.24539152865712868
21.990653652348755,0.24324449359865324
8.435284464586951,0.24540751380302628
16.74883127386423,0.24679400616110198
23.88535646264516,0.23485317759726548
6.399139810266763,0.2491118834335529
14.134138452190674,0.24468170641262618
27.21947983378845,0.2446161688325706
19.23830238820204,0.24207905279980999
31.301272688107037,0.24526143809823733
18.184063727540657,0.2421002783669985
11.769383943816605,0.2297136056829104
21.42842826982304,0.23776800042210972
27.214838768304894,0.23384123115949343
6.28636549755532,0.23274368257661115
16.59123116499286,0.22842649249759062
12.329783048505847,0.2473546990636222
25.03400954814128,0.23685553876670415
9.136767880784644,0.24921752494697746
26.475084917204175,0.2433870767688709
30.30100175641532,0.24904192074342996
18.274888058103635,0.21421101173032825
15.936440120407365,0.23451509397283937
27.533190830443093,0.23667114897617128
9.496474732454256,0.22665877541967694
11.951866085129604,0.2471410474738091
27.120406410576415,0.23266037152484548
5.256500396958017,0.24232603646607595
2.2112473775865706,0.239082842695825
17.665874114007966,0.23701516669854938
16.8261644015758,0.23135259419651377
10.808158191511348,0.24006178022060995
12.596618722219112,0.24570990398032994
2.9382527805395005,0.24835184884957126
29.83256111313431,0.23021729161970567
29.571924264242014,0.2249098467601845
2.7599408731148634,0.24522486301376079
15.452738756557471,0.16591934185917526
39.368447296932146,0.16901305918327447
36.01506542995523,0.17218174851549478
39.37983824401018,0.1471900023992167
3.746640919535285,0.1538619898903398
13.381517692366758,0.16632064756099307
19.319719552252476,0.17206025943000552
22.394056619607078,0.1662666771523099
24.926608033501207,0.18771331254589957
40.91736312217221,0.1727979019772552
25.653151057919768,0.16827723784859822
4.7225306359101875,0.16560848611074278
28.78257116283826,0.1703444542011769
25.79919093984287,0.1548953261069579
20.536878097346438,0.17680697556560243
39.406066561994535,0.15355902887814077
9.960597372736917,0.16941214587056044
28.44607307085813,0.15431110389651573
37.28681766050596,0.16982469009494702
4.792947480859886,0.14577174568303333
27.35619310705795,0.16256626941844995
25.798625242892772,0.16871141808952098
19.486158370378984,0.1821180704213761
7.429027288244185,0.14947924132186718
26.781181629862264,0.16667784495794688
11.023556437003593,0.15355924806550467
30.408903093175663,0.16343293722040403
14.042594796925359,0.17376079756317583
3.9464646436681,0.1759915822530161
32.52482996117522,0.15251035563211354
19.570830583058612,0.15648706888261796
9.590069400252167,0.16219211192863325
39.003937219523344,0.17341879432685092
41.646866205268964,0.14449342912288796
17.403771358701658,0.16796495383132307
17.11711793909727,0.17574966903521008
13.872619149204983,0.15683484399169279
3.3294129647091224,0.15998786661694656
34.091616089727545,0.1669490654814776
4.462915243012047,0.16799819069067834
27.217756413466564,0.1257403495669068
17.659903911982752,0.1278619323676247
42.798050026851925,0.11282652565865095
46.713324232785276,0.12160192897374593
46.314851458982716,0.10346455610706164
14.218880269387103,0.11937857318942209
54.06268104803001,0.11640246262093382
56.324808843867395,0.11796590301702618
9.553171379489147,0.12105163889204477
14.684158390578556,0.08877006367248622
42.693379461544716,0.12106596587605943
21.7516762873962,0.11984811349077973
46.31837251511011,0.11625055282669403
35.86749077186968,0.11904959284036389
44.30459708940351,0.09668759706773798
33.343263329466076,0.12891933597991898
45.095526799064686,0.10684170183012327
52.443449421368655,0.10880525917654497
14.42534048752389,0.1313831122716408
22.63307991893117,0.10358244405120008
37.965487614157155,0.11186519802632734
33.05906380842151,0.13919882304571649
42.19976541279573,0.10913093328891188
56.59527052833676,0.10711657389641698
8.931980696405546,0.10127375852223633
15.653521295332178,0.11332385421097241
12.02386953445301,0.1135273676143547
39.715625705772446,0.10435017558385187
24.852645424772472,0.12164214749284938
17.627804739039608,0.10614489059554456
20.13931783740916,0.09123712515013829
42.75091368013454,0.11800709445069661
41.94050452985288,0.11009128932735451
9.12815291142647,0.10729740354901274
50.35039260065563,0.1309854979852595
55.98019236529327,0.11998648515634032
28.719393802438884,0.11858451291545494
54.10617528300349,0.09694330878991028
56.91279348871884,0.12103738710206761
5.245511879081747,0.11816044110117035
